music_id,track_id,bpm,mode,key,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%
575,575,79,Major,D,78,58,45,47,18,3
576,576,88,Major,F,31,31,63,47,21,12
577,577,139,Major,F,44,18,38,70,12,4
578,578,80,Minor,G#,39,45,55,73,9,21
579,579,120,Minor,C#,84,54,51,47,12,40
580,580,80,Minor,E,56,19,46,92,11,3
581,581,117,Major,C#,92,62,86,11,24,24
582,582,117,Minor,A,76,77,52,4,8,3
583,583,140,Minor,F,62,46,73,10,67,11
584,584,99,Major,G#,68,57,77,2,10,5
585,585,93,Major,C#,74,59,87,3,8,5
586,586,106,Major,G#,44,8,20,74,11,3
587,587,124,Major,G,81,68,63,17,10,22
588,588,95,Major,G#,76,96,70,18,33,4
589,589,96,Minor,A#,87,82,53,10,5,8
590,590,92,Minor,E,81,40,73,15,9,8
591,591,124,Major,G,95,36,37,35,10,28
592,592,72,Major,F#,64,76,44,70,12,4
593,593,135,Minor,A,78,55,57,4,10,8
594,594,95,Major,A#,81,56,70,4,5,24
595,595,71,Minor,C#,59,70,74,56,11,40
596,596,180,Minor,A#,80,71,68,6,10,37
597,597,150,Minor,E,65,11,58,0,12,9
598,598,189,Major,G#,55,86,44,40,7,4
599,599,140,Major,G,59,73,45,44,34,3
600,600,104,Minor,D,80,24,65,2,9,4
601,601,129,Major,B,42,33,44,62,8,6
602,602,94,Minor,C#,76,81,80,20,25,4
603,603,146,Minor,A,59,23,46,66,15,6
604,604,103,Minor,F#,69,90,88,5,29,8
605,605,124,Major,D,53,66,78,0,16,5
606,606,164,Minor,A#,70,71,58,24,7,13
607,607,138,Major,D,69,35,57,12,10,9
608,608,126,Minor,A,67,37,46,13,10,39
609,609,103,Minor,B,61,47,65,3,17,4
610,610,95,Major,G#,75,64,52,41,11,3
611,611,200,Minor,B,39,28,77,4,6,29
612,612,98,Minor,F#,68,33,43,38,36,14
613,613,107,Major,G#,91,32,56,3,11,10
614,614,92,Major,G#,45,27,67,32,13,14
615,615,90,Major,G,81,59,83,9,11,5
616,616,147,Major,F,60,58,69,2,58,4
617,617,143,Major,C#,68,41,55,16,10,12
618,618,101,Minor,D#,76,63,71,3,10,3
619,619,118,Minor,C#,70,54,71,0,33,4
620,620,98,Minor,G,83,63,74,14,16,6
621,621,138,Minor,C#,72,22,46,24,9,6
622,622,114,Minor,F,59,30,62,1,8,4
623,623,180,Minor,G,63,45,64,34,9,8
624,624,145,Major,B,56,41,57,1,13,3
625,625,115,Minor,G#,78,63,64,1,7,4
626,626,82,Major,A#,79,48,84,13,21,23
627,627,166,Major,D,70,22,61,2,10,34
628,628,108,Major,F#,71,55,44,74,11,6
629,629,84,Minor,E,71,63,45,45,11,3
630,630,95,Minor,D#,69,90,91,6,35,4
631,631,135,Minor,D#,93,77,45,25,13,27
632,632,110,Major,E,57,6,27,84,9,3
633,633,88,Major,G,89,59,64,5,19,7
634,634,119,Minor,C#,87,28,50,12,10,10
635,635,120,Major,C#,58,71,80,15,7,41
636,636,122,Major,D,86,97,80,36,9,6
637,637,98,Major,F,78,83,75,41,27,8
638,638,140,Minor,E,45,25,84,21,13,6
639,639,116,Minor,F#,79,87,81,4,10,4
640,640,124,Major,D#,86,62,49,51,35,21
641,641,105,Minor,A,91,73,72,13,9,15
642,642,118,Major,G#,68,24,58,44,6,3
643,643,108,Major,E,61,20,38,61,10,5
644,644,100,Major,E,61,53,38,84,28,44
645,645,140,Minor,D#,81,39,66,38,12,14
646,646,109,Minor,A#,84,72,74,10,34,7
647,647,101,Minor,C#,78,40,74,36,17,27
648,648,78,Major,F,56,61,90,36,18,31
649,649,87,Major,G#,52,32,83,24,17,43
650,650,153,Minor,A#,55,50,78,19,11,35
651,651,96,Minor,A#,85,41,43,39,12,21
652,652,85,Major,A#,71,43,65,23,9,5
653,653,140,Minor,C#,92,78,57,46,14,9
654,654,196,Minor,B,66,58,79,23,22,20
655,655,134,Major,G,78,51,43,69,14,9
656,656,103,Minor,C#,80,45,62,76,10,38
657,657,130,Major,C#,82,50,67,12,13,5
658,658,108,Major,B,65,52,69,31,8,36
659,659,123,Major,G#,61,66,71,53,32,46
660,660,152,Major,B,84,74,69,21,18,6
661,661,108,Major,D,78,55,60,59,7,4
662,662,72,Minor,A#,56,56,47,76,8,36
663,663,121,Minor,F#,86,67,65,42,35,7
664,664,138,Minor,D#,57,71,82,19,15,29
665,665,188,Minor,F,50,41,50,69,12,6
666,666,110,Major,C#,80,26,85,23,11,21
667,667,105,Major,G#,81,77,79,19,47,8
668,668,118,Major,G#,63,60,70,5,9,31
669,669,176,Major,D,61,24,62,60,24,31
670,670,158,Major,B,83,41,65,0,11,8
671,671,115,Minor,C#,85,72,58,9,49,12
672,672,110,Minor,B,51,48,82,0,5,3
673,673,174,Major,A,73,26,54,30,34,32
674,674,130,Major,E,91,91,96,3,3,9
675,675,78,Major,A#,36,30,54,34,14,5
676,676,104,Major,G,44,74,42,88,9,9
677,677,121,Major,G,64,80,88,0,12,6
678,678,105,Major,D,83,32,82,14,12,4
679,679,81,Major,G,38,20,66,9,9,8
680,680,170,Minor,C#,37,14,24,80,11,4
681,681,78,Major,G,43,60,38,76,48,38
682,682,125,Major,G#,88,28,66,6,13,31
683,683,92,Minor,E,66,29,65,23,8,7
684,684,140,Minor,B,84,61,42,31,9,9
685,685,118,Minor,F,66,83,43,84,19,19
686,686,92,Minor,B,71,67,60,7,6,4
687,687,140,Minor,G#,49,50,37,87,11,35
688,688,174,Major,C#,68,45,71,18,11,25
689,689,127,Major,A#,77,53,78,19,29,4
690,690,96,Major,B,71,37,52,62,11,36
691,691,150,Minor,G#,82,82,66,13,11,6
692,692,100,Major,F#,87,46,60,1,13,16
693,693,105,Minor,C#,73,59,81,13,9,6
694,694,104,Major,G,86,43,62,5,13,14
695,695,154,Major,G#,54,45,79,1,17,5
696,696,80,Major,B,47,33,83,18,10,5
697,697,150,Major,D#,53,14,43,64,13,3
698,698,156,Minor,B,32,49,72,0,9,4
699,699,98,Minor,G#,76,79,81,18,6,34
700,700,92,Major,G,58,27,36,86,9,3
701,701,144,Major,E,47,7,50,32,7,4
702,702,150,Major,E,37,27,56,8,13,3
703,703,138,Major,D#,70,31,44,84,9,39
704,704,172,Major,C#,56,68,89,4,33,19
705,705,77,Major,G#,72,70,82,2,4,17
706,706,107,Major,B,72,36,72,26,11,4
707,707,114,Major,D,51,39,29,90,10,4
708,708,117,Major,D,63,29,51,43,25,4
709,709,160,Minor,G#,80,74,60,8,14,26
710,710,120,Major,G,88,15,56,1,8,6
711,711,100,Minor,B,82,76,70,16,8,5
712,712,158,Minor,G#,60,68,84,4,24,11
713,713,142,Major,D#,56,40,54,72,10,4
714,714,170,Minor,A,80,77,85,11,17,14
715,715,84,Minor,F,71,39,86,2,51,25
716,716,151,Major,G,73,88,67,20,32,5
717,717,128,Minor,C#,82,42,75,6,63,6
718,718,118,Major,G,56,20,54,67,6,5
719,719,183,Major,F,65,88,72,36,20,3
720,720,83,Minor,D#,63,29,62,4,18,4
721,721,122,Major,C#,85,42,80,6,17,14
722,722,165,Major,A,72,90,48,32,18,23
723,723,106,Minor,A,83,90,64,35,9,4
724,724,77,Major,B,81,68,58,83,11,34
725,725,91,Major,G#,57,30,89,10,33,8
726,726,148,Major,G,51,21,63,5,41,3
727,727,114,Minor,E,71,90,81,31,13,3
728,728,92,Major,F#,83,56,82,10,9,5
729,729,118,Major,F,56,25,45,1,7,3
730,730,123,Minor,E,60,46,71,3,16,4
731,731,89,Major,D#,52,28,48,54,19,3
732,732,110,Minor,F,81,61,93,49,12,11
733,733,90,Minor,B,68,54,76,21,11,20
734,734,154,Minor,F#,70,97,62,47,10,4
735,735,105,Minor,E,54,59,83,0,20,4
736,736,115,Minor,C#,70,87,88,4,26,8
737,737,110,Major,C#,91,59,82,8,6,8
738,738,125,Minor,E,51,5,68,12,15,6
739,739,102,Major,C#,73,62,75,0,34,8
740,740,120,Minor,G#,81,72,65,4,14,4
741,741,97,Major,D,80,36,86,4,3,5
742,742,140,Minor,F,44,41,92,0,44,7
743,743,97,Major,D,78,31,72,1,11,4
744,744,125,Major,F#,45,67,90,9,10,5
745,745,88,Minor,D#,80,55,56,13,8,9
746,746,137,Minor,A#,88,8,49,9,9,14
747,747,157,Major,A,88,52,69,0,8,23
748,748,130,Major,F#,95,83,57,54,10,25
749,749,90,Major,C#,85,80,83,10,8,11
750,750,183,Minor,G#,44,44,67,7,12,13
751,751,128,Major,C#,58,68,91,2,27,11
752,752,130,Minor,D#,71,78,40,46,7,45
753,753,126,Major,C#,63,56,43,24,12,23
754,754,130,Minor,E,72,18,46,7,28,8
755,755,172,Minor,G#,74,46,58,15,13,8
756,756,103,Major,G#,61,38,62,14,23,40
757,757,122,Minor,A#,55,46,64,0,17,10
758,758,130,Major,B,47,56,90,0,10,4
759,759,105,Minor,A#,81,70,65,24,8,4
760,760,120,Major,F,90,73,51,39,9,6
761,761,145,Major,G,56,43,53,24,12,4
762,762,99,Minor,G,79,64,59,28,11,14
763,763,88,Minor,A#,79,66,65,5,25,14
764,764,126,Major,A,81,90,73,28,29,4
765,765,113,Major,G#,70,97,59,55,27,12
766,766,132,Major,B,82,49,88,20,21,3
767,767,135,Major,G#,77,74,74,47,34,8
768,768,102,Minor,C#,67,72,74,30,36,4
769,769,149,Major,C#,37,28,66,14,9,5
770,770,120,Minor,D#,77,78,91,14,33,12
771,771,100,Major,C#,90,75,50,11,9,26
772,772,164,Minor,G#,70,58,57,25,15,7
773,773,93,Minor,A#,65,79,66,31,22,7
774,774,180,Minor,C#,65,52,80,5,6,25
775,775,79,Major,C#,34,22,31,43,10,7
776,776,146,Major,F,56,21,44,73,11,2
777,777,103,Major,C#,37,17,27,75,10,3
778,778,140,Minor,E,70,26,76,8,54,23
779,779,92,Major,A#,81,48,70,13,15,7
780,780,102,Minor,C#,64,4,60,11,19,4
781,781,118,Minor,B,82,75,85,33,11,4
782,782,93,Major,D,78,75,62,6,15,6
783,783,150,Minor,F,70,26,56,14,11,5
784,784,130,Major,D,52,24,60,0,8,3
785,785,83,Minor,D#,65,24,53,6,51,4
786,786,102,Major,A,84,43,75,5,6,8
787,787,136,Minor,E,73,65,91,4,48,18
788,788,145,Major,A,66,24,58,17,19,5
789,789,130,Major,G,57,24,37,11,16,3
790,790,156,Major,G,72,92,77,9,8,11
791,791,123,Major,D,57,50,85,5,16,4
792,792,132,Major,G,92,53,62,7,63,10
793,793,162,Minor,F,74,22,67,0,11,46
794,794,138,Major,A#,80,82,81,14,13,36
795,795,161,Minor,A#,59,62,60,12,5,44
796,796,131,Minor,G#,91,23,55,1,7,32
797,797,122,Minor,E,75,45,63,6,35,12
798,798,80,Minor,E,80,16,28,17,12,39
799,799,109,Major,G,75,11,50,20,30,17
800,800,158,Major,A,84,33,36,2,39,59
801,801,126,Major,E,66,12,35,55,9,14
802,802,104,Major,C#,73,25,61,1,32,7
803,803,130,Major,G,77,20,70,1,16,5
804,804,158,Major,G,48,55,84,43,15,12
805,805,114,Minor,D,62,25,44,51,14,3
806,806,144,Major,F,93,62,61,0,12,20
807,807,125,Major,F,54,22,76,0,14,3
808,808,142,Minor,F,85,40,43,4,39,32
809,809,120,Major,D,64,11,53,1,25,27
810,810,96,Major,F,57,55,74,22,8,4
811,811,144,Major,A,60,24,39,57,8,3
812,812,166,Major,F#,42,7,24,83,12,6
813,813,92,Major,C#,80,81,67,4,8,6
814,814,97,Major,C#,82,67,77,8,12,5
815,815,90,Minor,E,61,32,67,15,11,5
